Date,Open,High,Low,Close,Adj Close,Volume
2015-03-31,2084.050049,2084.050049,2067.040039,2067.889893,2067.889893,3376550000
2015-04-01,2067.629883,2067.629883,2048.379883,2059.689941,2059.689941,3543270000
2015-04-02,2060.030029,2072.169922,2057.320068,2066.959961,2066.959961,3095960000
2015-04-06,2064.870117,2086.989990,2056.520020,2080.620117,2080.620117,3302970000
2015-04-07,2080.790039,2089.810059,2076.100098,2076.330078,2076.330078,3065510000
2015-04-08,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,3265330000
2015-04-09,2081.290039,2093.310059,2074.290039,2091.179932,2091.179932,3172360000
2015-04-10,2091.510010,2102.610107,2091.510010,2102.060059,2102.060059,3156200000
2015-04-13,2102.030029,2107.649902,2092.330078,2092.429932,2092.429932,2908420000
2015-04-14,2092.280029,2098.620117,2083.239990,2095.840088,2095.840088,3301270000
2015-04-15,2097.820068,2111.909912,2097.820068,2106.629883,2106.629883,4013760000
2015-04-16,2105.959961,2111.300049,2100.020020,2104.989990,2104.989990,3434120000
2015-04-17,2102.580078,2102.580078,2072.370117,2081.179932,2081.179932,3627600000
2015-04-20,2084.110107,2103.939941,2084.110107,2100.399902,2100.399902,3000160000
2015-04-21,2102.820068,2109.639893,2094.379883,2097.290039,2097.290039,3243410000
2015-04-22,2098.270020,2109.979980,2091.050049,2107.959961,2107.959961,3348480000
2015-04-23,2107.209961,2120.489990,2103.189941,2112.929932,2112.929932,3636670000
2015-04-24,2112.800049,2120.919922,2112.800049,2117.689941,2117.689941,3375780000
2015-04-27,2119.290039,2125.919922,2107.040039,2108.919922,2108.919922,3438750000
2015-04-28,2108.350098,2116.040039,2094.889893,2114.760010,2114.760010,3546270000
2015-04-29,2112.489990,2113.649902,2097.409912,2106.850098,2106.850098,4074970000
2015-04-30,2105.520020,2105.520020,2077.590088,2085.510010,2085.510010,4509680000
2015-05-01,2087.379883,2108.409912,2087.379883,2108.290039,2108.290039,3379390000
2015-05-04,2110.229980,2120.949951,2110.229980,2114.489990,2114.489990,3091580000
2015-05-05,2112.629883,2115.239990,2088.459961,2089.459961,2089.459961,3793950000
2015-05-06,2091.260010,2098.419922,2067.929932,2080.149902,2080.149902,3792210000
2015-05-07,2079.959961,2092.899902,2074.989990,2088.000000,2088.000000,3676640000
2015-05-08,2092.129883,2117.659912,2092.129883,2116.100098,2116.100098,3399440000
2015-05-11,2115.560059,2117.689941,2104.580078,2105.330078,2105.330078,2992670000
2015-05-12,2102.870117,2105.060059,2085.570068,2099.120117,2099.120117,3139520000
2015-05-13,2099.620117,2110.189941,2096.040039,2098.479980,2098.479980,3374260000
2015-05-14,2100.429932,2121.449951,2100.429932,2121.100098,2121.100098,3225740000
2015-05-15,2122.070068,2123.889893,2116.810059,2122.729980,2122.729980,3092080000
2015-05-18,2121.300049,2131.780029,2120.010010,2129.199951,2129.199951,2888190000
2015-05-19,2129.449951,2133.020020,2124.500000,2127.830078,2127.830078,3296030000
2015-05-20,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000
2015-05-21,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000
2015-05-22,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000
2015-05-26,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000
2015-05-27,2105.129883,2126.219971,2105.129883,2123.479980,2123.479980,3127960000
2015-05-28,2122.270020,2122.270020,2112.860107,2120.790039,2120.790039,2980350000
2015-05-29,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000
2015-06-01,2108.639893,2119.149902,2102.540039,2111.729980,2111.729980,3011710000
2015-06-02,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000
2015-06-03,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000
2015-06-04,2112.350098,2112.889893,2093.229980,2095.840088,2095.840088,3200050000
2015-06-05,2095.090088,2100.989990,2085.669922,2092.830078,2092.830078,3243690000
2015-06-08,2092.340088,2093.010010,2079.110107,2079.280029,2079.280029,2917150000
2015-06-09,2079.070068,2085.620117,2072.139893,2080.149902,2080.149902,3034580000
2015-06-10,2081.120117,2108.500000,2081.120117,2105.199951,2105.199951,3414320000
2015-06-11,2106.239990,2115.020020,2106.239990,2108.860107,2108.860107,3128600000
2015-06-12,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000
2015-06-15,2091.340088,2091.340088,2072.489990,2084.429932,2084.429932,3061570000
2015-06-16,2084.260010,2097.399902,2082.100098,2096.290039,2096.290039,2919900000
2015-06-17,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000
2015-06-18,2101.580078,2126.649902,2101.580078,2121.239990,2121.239990,3520360000
2015-06-19,2121.060059,2121.639893,2109.449951,2109.989990,2109.989990,4449810000
2015-06-22,2112.500000,2129.870117,2112.500000,2122.850098,2122.850098,3030020000
2015-06-23,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000
2015-06-24,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000
